Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Quarter,Price_per_kWh,Range_per_kWh
2025,5,1,4,7394,7616,104198.24,75,439,486.89,1,10619,2,1389.3098666666667,5.8533333333333335
2020,1,3,4,4504,4957,68860.76,60,338,228.35,1,14200,1,1147.6793333333333,5.633333333333334
2022,8,3,3,11368,12014,73819.25,60,348,593.41,0,13691,3,1230.3208333333334,5.8
2025,5,3,1,13243,13961,92096.33,120,696,1382.57,2,9725,2,767.4694166666667,5.8
2021,6,0,4,8133,8592,75423.24,82,453,552.64,1,11226,2,919.7956097560976,5.524390243902439
2021,11,1,2,6372,7058,64961.57,120,671,641.34,0,7953,4,541.3464166666666,5.591666666666667
2023,4,0,4,5775,6270,109710.95,60,354,306.65,2,4586,2,1828.5158333333334,5.9
2018,8,2,2,14327,16335,71236.99,82,483,1037.99,2,12190,3,868.743780487805,5.890243902439025
2024,11,0,4,18216,18726,95843.37,82,466,1273.3,0,14789,4,1168.8215853658537,5.682926829268292
2018,11,2,4,4439,4549,114154.24,100,566,376.87,2,7464,4,1141.5424,5.66
2024,11,2,2,10466,10713,86143.79,82,483,758.26,0,8191,4,1050.5340243902438,5.890243902439025
2016,6,1,1,7425,8516,92131.71,75,434,483.37,2,11976,2,1228.4228,5.786666666666667
2024,3,1,4,14419,16473,106394.58,120,682,1475.06,2,12464,1,886.6215,5.683333333333334
2025,11,0,0,15194,16944,106209.44,82,487,1109.92,0,14252,4,1295.2370731707317,5.939024390243903
2021,8,3,3,11564,13051,84648.8,120,667,1156.98,1,11354,3,705.4066666666666,5.558333333333334
2016,8,1,2,7883,8117,89573.12,82,470,555.75,1,14664,3,1092.3551219512194,5.7317073170731705
2022,5,3,3,11824,13043,94329.84,75,442,783.93,0,3537,2,1257.7312,5.8933333333333335
2022,8,1,1,8566,9022,105370.29,75,431,553.79,0,4534,3,1404.9371999999998,5.746666666666667
2016,1,3,4,5366,5628,86239.82,60,332,267.23,1,7207,1,1437.3303333333336,5.533333333333333
2025,2,0,2,7214,7818,54063.24,75,438,473.96,0,3633,1,720.8432,5.84
2018,11,2,1,8512,9694,61318.62,120,717,915.47,1,5469,4,510.98850000000004,5.975
2024,6,0,3,16936,19459,59209.95,60,331,840.87,0,11332,2,986.8325,5.516666666666667
2016,4,0,3,10534,11769,99612.13,82,452,714.21,1,6637,2,1214.7820731707318,5.512195121951219
2021,1,2,0,13269,13345,93502.51,60,353,702.59,0,9004,1,1558.3751666666665,5.883333333333334
2025,9,2,1,10184,11005,104650.26,75,424,647.7,1,8782,3,1395.3368,5.653333333333333
2025,3,2,4,13821,13859,102897.72,82,461,955.72,2,6720,1,1254.850243902439,5.621951219512195
2020,7,0,3,9091,10357,90581.6,100,583,795.01,1,13938,3,905.816,5.83
2019,1,1,4,1688,1921,50840.21,120,693,175.47,2,11887,1,423.66841666666664,5.775
2021,1,0,0,19968,20943,118851.81,60,350,1048.32,1,3526,1,1980.8635,5.833333333333333
2017,10,3,2,17816,19626,76118.58,82,489,1306.8,1,5008,4,928.2753658536585,5.963414634146342
2018,11,2,2,12365,12531,113757.84,60,330,612.07,2,8806,4,1895.964,5.5
2016,7,0,2,16053,18456,115317.93,100,582,1401.43,2,8054,3,1153.1793,5.82
2017,5,1,1,5633,6297,101411.08,120,683,577.1,0,3302,2,845.0923333333334,5.691666666666666
2019,4,3,0,7556,7991,74287.13,120,685,776.38,1,12381,2,619.0594166666667,5.708333333333333
2018,6,3,0,11743,12765,115515.61,82,478,841.97,2,8775,2,1408.726951219512,5.829268292682927
2019,2,3,3,13847,15194,112947.42,75,435,903.52,2,4575,1,1505.9656,5.8
2025,12,1,0,9164,9356,90839.08,120,719,988.34,2,4155,4,756.9923333333334,5.991666666666666
2022,2,0,2,6882,7233,83359.76,120,677,698.87,1,9179,1,694.6646666666667,5.641666666666667
2024,6,0,0,13475,15431,109301.02,100,565,1142.01,1,5354,2,1093.0102,5.65
2023,6,3,0,6650,7220,112601.2,75,430,428.92,0,14341,2,1501.3493333333333,5.733333333333333
2018,5,0,4,10308,10558,96067.16,60,359,555.09,2,8420,2,1601.1193333333333,5.983333333333333
2020,12,0,2,12576,13358,72885.95,60,348,656.47,0,14165,4,1214.7658333333334,5.8
2018,3,2,4,14733,16046,92220.51,75,438,967.96,1,9904,1,1229.6068,5.84
2020,7,3,2,13904,14572,56546.41,100,571,1190.88,0,4545,3,565.4641,5.71
2022,1,0,1,8808,8820,59803.14,75,424,560.19,0,9943,1,797.3752,5.653333333333333
2025,7,1,0,10000,11022,73732.0,75,433,649.5,0,8368,3,983.0933333333334,5.773333333333333
2019,5,0,3,11616,11801,104311.41,120,708,1233.62,2,12213,2,869.26175,5.9
2023,6,3,3,10493,11366,101972.03,100,560,881.41,2,7419,2,1019.7203,5.6
2019,3,0,4,11054,12525,112575.35,100,566,938.48,2,10380,1,1125.7535,5.66
2020,11,3,1,10557,10823,103232.52,100,599,948.55,1,14349,4,1032.3252,5.99
2022,12,1,2,8057,8633,110599.07,120,661,798.85,1,10726,4,921.6589166666668,5.508333333333334
2024,2,2,2,12160,12876,109600.71,75,446,813.5,2,9076,1,1461.3428000000001,5.946666666666666
2023,2,2,1,5370,6158,56204.31,60,357,287.56,2,8762,1,936.7384999999999,5.95
2015,7,1,1,10194,10821,118766.5,60,333,509.19,1,7774,3,1979.4416666666666,5.55
2018,9,1,3,4968,5607,59218.08,82,479,356.95,1,11903,3,722.1717073170732,5.841463414634147
2024,1,3,3,7363,7632,101030.94,82,468,516.88,2,14776,1,1232.0846341463414,5.7073170731707314
2020,8,1,3,6007,6335,80270.6,100,581,523.51,2,3893,3,802.706,5.81
2019,3,1,3,9014,9238,73291.06,100,596,805.85,0,7116,1,732.9105999999999,5.96
2016,6,2,2,12345,13438,85585.24,60,338,625.89,2,9780,2,1426.4206666666666,5.633333333333334
2019,3,3,4,9620,9719,88480.21,100,570,822.51,0,13532,1,884.8021000000001,5.7
2021,3,3,4,13823,15781,84245.14,75,425,881.22,2,14090,1,1123.2685333333334,5.666666666666667
2017,11,3,3,11928,12489,87661.59,120,710,1270.33,2,14873,4,730.51325,5.916666666666667
2018,6,1,3,8387,9141,113168.23,60,341,429.0,0,5595,2,1886.1371666666666,5.683333333333334
2021,11,2,4,17733,20082,84700.19,120,678,1803.45,2,12043,4,705.8349166666667,5.65
2019,2,3,0,5243,5387,102951.58,82,470,369.63,1,5709,1,1255.5070731707317,5.7317073170731705
2020,2,0,4,10272,11269,117826.11,82,480,739.58,0,14095,1,1436.9037804878049,5.853658536585366
2024,5,1,1,8204,8500,86088.29,100,578,711.29,2,5659,2,860.8829,5.78
2015,8,3,2,10073,10423,112970.22,120,683,1031.98,1,9522,3,941.4185,5.691666666666666
2015,11,2,3,7876,8191,111504.1,82,483,570.62,2,10901,4,1359.8060975609758,5.890243902439025
2024,1,0,2,9189,10346,91317.74,75,419,577.53,0,9973,1,1217.5698666666667,5.586666666666667
2022,9,1,1,14414,16505,80705.88,82,467,1009.7,1,13158,3,984.2180487804878,5.695121951219512
2024,10,1,1,4158,4663,104154.57,75,417,260.08,2,8565,4,1388.7276000000002,5.56
2024,9,1,0,11125,11190,75427.23,120,696,1161.45,1,4431,3,628.56025,5.8
2024,4,2,4,7310,7929,67408.43,120,685,751.1,2,10608,2,561.7369166666666,5.708333333333333
2015,2,3,3,7191,7436,79897.55,75,443,477.84,0,13328,1,1065.3006666666668,5.906666666666666
2017,12,0,1,15890,16945,68273.4,60,340,810.39,1,13014,4,1137.8899999999999,5.666666666666667
2019,10,2,3,6086,6530,73383.19,60,333,304.0,0,5866,4,1223.0531666666668,5.55
2025,2,3,4,8758,9309,92929.83,75,441,579.34,0,9548,1,1239.0644,5.88
2018,8,0,1,4082,4522,70105.48,82,487,298.19,2,3590,3,854.9448780487804,5.939024390243903
2021,10,1,1,6769,7697,56372.54,60,349,354.36,1,7958,4,939.5423333333333,5.816666666666666
2015,1,0,2,9537,10093,68994.43,82,484,692.39,2,7281,1,841.3954878048779,5.902439024390244
2023,2,3,3,7483,8068,62046.99,75,423,474.8,1,6857,1,827.2932,5.64
2025,5,0,3,8555,8640,88627.98,82,455,583.88,0,3268,2,1080.8290243902438,5.548780487804878
2022,11,1,4,12567,12749,92448.68,100,572,1078.25,1,14261,4,924.4867999999999,5.72
2020,6,2,2,2904,3018,53664.3,120,673,293.16,1,12622,2,447.20250000000004,5.608333333333333
2018,2,0,0,8796,9795,112857.53,82,454,599.01,2,7717,1,1376.3113414634147,5.536585365853658
2017,8,1,1,14385,15358,62840.95,82,486,1048.67,1,13590,3,766.3530487804878,5.926829268292683
2023,1,1,1,10952,11106,102799.76,120,661,1085.89,2,5992,1,856.6646666666667,5.508333333333334
2022,2,3,4,7779,8531,109603.91,82,475,554.25,2,13238,1,1336.6330487804878,5.7926829268292686
2015,7,1,0,6089,6791,63093.06,120,679,620.16,2,8105,3,525.7755,5.658333333333333
2018,7,3,4,15545,16327,62395.76,100,554,1291.79,0,14480,3,623.9576000000001,5.54
2016,5,3,4,12118,12916,57396.53,100,582,1057.9,0,5592,2,573.9653,5.82
2023,7,3,2,6998,7183,94380.05,60,340,356.9,2,13228,3,1573.0008333333333,5.666666666666667
2021,9,0,3,4985,5637,99343.78,75,415,310.32,0,10801,3,1324.5837333333334,5.533333333333333
2020,5,3,0,14336,15361,119619.5,100,583,1253.68,2,3888,2,1196.195,5.83
2025,11,0,3,9950,10033,118440.65,100,589,879.08,1,8881,4,1184.4065,5.89
2015,1,0,0,11325,11887,54449.08,60,339,575.88,0,6902,1,907.4846666666667,5.65
2018,12,1,3,6229,6403,102455.86,60,346,323.29,0,5448,4,1707.5976666666668,5.766666666666667
2015,11,2,2,7076,7801,55329.16,82,485,514.78,1,8941,4,674.7458536585366,5.914634146341464
2022,7,0,0,10705,10825,82247.95,100,594,953.82,0,4133,3,822.4794999999999,5.94
2023,10,1,1,8195,8564,87177.66,75,427,524.89,2,6286,4,1162.3688,5.693333333333333
2019,12,3,3,12529,12922,55076.56,82,479,900.21,0,7830,4,671.6653658536585,5.841463414634147
2024,8,2,4,14108,14384,103388.03,82,453,958.64,1,3151,3,1260.8296341463415,5.524390243902439
2022,4,3,1,12255,13007,88092.61,120,692,1272.07,0,8965,2,734.1050833333334,5.766666666666667
2018,8,3,0,8810,9800,113912.9,75,433,572.21,0,5169,3,1518.8386666666665,5.773333333333333
2017,2,2,1,10407,10950,76021.75,82,451,704.03,2,6597,1,927.094512195122,5.5
2021,6,1,2,7341,7660,94023.36,100,555,611.14,1,10859,2,940.2336,5.55
2017,6,2,3,7136,8154,108694.43,82,484,518.07,1,12875,2,1325.5418292682925,5.902439024390244
2015,10,2,2,14212,16049,109118.46,100,565,1204.47,2,12946,4,1091.1846,5.65
2020,4,2,3,15453,16331,71193.73,82,469,1087.12,0,12815,2,868.216219512195,5.719512195121951
2016,3,1,4,10416,10510,115410.52,82,465,726.52,1,4217,1,1407.4453658536586,5.670731707317073
2018,12,0,2,17422,18081,81270.85,120,667,1743.07,2,5471,4,677.2570833333334,5.558333333333334
2025,5,1,1,7889,8089,57441.41,60,357,422.46,1,14971,2,957.3568333333334,5.95
2023,6,0,0,10630,12173,83452.35,120,703,1120.93,2,7448,2,695.4362500000001,5.858333333333333
2025,6,2,3,16710,16947,74279.99,82,452,1132.94,0,5236,2,905.8535365853659,5.512195121951219
2019,9,3,2,3820,4316,96848.78,120,686,393.08,1,8854,3,807.0731666666667,5.716666666666667
2022,11,0,1,8418,8979,119965.36,60,355,448.26,0,13721,4,1999.4226666666666,5.916666666666667
2017,4,1,0,16044,16841,109852.11,60,336,808.62,2,3853,2,1830.8685,5.6
2015,8,2,1,13292,13982,74286.72,120,704,1403.64,1,8426,3,619.056,5.866666666666666
2016,9,2,0,10761,11978,106343.47,120,661,1066.95,1,14553,3,886.1955833333334,5.508333333333334
2018,11,3,3,10138,11349,101762.85,100,582,885.05,1,4869,4,1017.6285,5.82
2022,8,0,1,15457,17551,57306.0,100,599,1388.81,0,13322,3,573.06,5.99
2016,12,2,3,11142,11477,57648.49,75,444,742.06,0,8269,4,768.6465333333333,5.92
2022,6,0,3,8196,8771,54961.02,120,695,854.43,0,6172,2,458.00849999999997,5.791666666666667
2022,8,2,0,11575,12476,89388.21,100,597,1036.54,2,5346,3,893.8821,5.97
2021,5,3,4,7656,8483,98109.81,120,665,763.69,0,14070,2,817.5817499999999,5.541666666666667
2021,2,0,1,9838,11170,59780.44,82,454,669.97,0,8094,1,729.029756097561,5.536585365853658
2017,4,0,4,11278,11278,79159.61,100,576,974.42,2,3655,2,791.5961,5.76
2020,1,3,3,4111,4435,106615.96,120,681,419.94,1,9291,1,888.4663333333334,5.675
2016,8,0,2,11746,12560,78823.59,120,699,1231.57,2,9545,3,656.86325,5.825
2017,5,2,4,8560,9524,57096.1,100,563,722.89,0,6315,2,570.961,5.63
2025,3,1,3,10895,11081,55876.62,100,566,924.99,2,6730,1,558.7662,5.66
2022,8,0,4,10678,11302,101912.21,60,341,546.18,0,6963,3,1698.5368333333333,5.683333333333334
2024,12,2,3,6862,7366,52020.05,60,331,340.7,2,9455,4,867.0008333333334,5.516666666666667
2021,10,2,0,11296,11690,116526.58,100,597,1011.56,0,4172,4,1165.2658000000001,5.97
2018,6,3,2,6735,7306,113561.3,120,683,690.0,1,6555,2,946.3441666666666,5.691666666666666
2025,7,1,3,15335,16038,82171.09,60,335,770.58,0,10636,3,1369.5181666666665,5.583333333333333
2019,3,1,1,8810,9203,104603.37,120,688,909.19,0,5729,1,871.69475,5.733333333333333
2020,3,1,4,9263,9727,86528.16,100,579,804.49,1,3101,1,865.2816,5.79
2022,8,1,2,5485,5710,88332.84,75,417,343.09,2,4607,3,1177.7712,5.56
2017,10,3,0,16216,18254,106196.77,100,598,1454.58,1,9431,4,1061.9677000000001,5.98
2024,10,3,3,6997,7194,85034.64,75,442,463.9,1,4801,4,1133.7952,5.8933333333333335
2015,8,3,3,4085,4170,105581.76,60,348,213.24,0,9401,3,1759.696,5.8
2025,1,0,4,7834,8611,88530.13,75,417,490.02,1,4352,1,1180.4017333333334,5.56
2023,6,2,2,10779,11077,81015.32,75,418,675.84,1,14784,2,1080.2042666666669,5.573333333333333
2016,10,3,1,14343,15856,87848.89,82,454,976.76,2,5902,4,1071.3279268292683,5.536585365853658
2021,12,3,2,4600,4845,69887.29,100,558,385.02,2,11919,4,698.8729,5.58
2018,4,2,0,48,50,71402.08,75,427,3.07,1,11070,2,952.0277333333333,5.693333333333333
2023,9,2,2,15520,17556,114685.45,100,583,1357.22,1,14175,3,1146.8545,5.83
2017,7,2,2,6325,7006,101268.07,60,345,327.32,0,4936,3,1687.8011666666669,5.75
2020,6,2,4,4600,5244,53392.5,82,459,316.71,2,9790,2,651.1280487804878,5.597560975609756
2016,3,2,2,8282,8565,64843.14,100,580,720.53,1,7932,1,648.4313999999999,5.8
2016,9,3,1,8385,8938,93070.86,100,554,696.79,1,13588,3,930.7086,5.54
2015,5,1,4,10896,11016,88769.8,82,490,800.86,2,9277,2,1082.5585365853658,5.975609756097561
2024,1,1,2,15476,16004,63954.51,100,571,1325.52,1,12065,1,639.5451,5.71
2025,10,2,4,11160,11647,105604.66,60,344,575.86,0,3477,4,1760.0776666666668,5.733333333333333
2015,7,0,1,10192,10427,83679.81,120,691,1056.4,0,3621,3,697.3317499999999,5.758333333333334
2022,4,0,0,10731,11587,68646.43,100,594,956.13,0,14128,2,686.4643,5.94
2022,4,3,3,9951,10203,58829.51,75,447,667.21,0,10259,2,784.3934666666667,5.96
2022,10,3,2,9010,9866,103262.4,120,719,971.73,2,5165,4,860.52,5.991666666666666
2020,11,3,3,11180,12361,81769.26,100,577,967.63,1,13195,4,817.6926,5.77
2024,1,0,0,8253,8377,97159.82,100,550,680.87,1,8703,1,971.5982,5.5
2024,7,0,4,13962,15770,72613.05,75,429,898.45,0,7980,3,968.1740000000001,5.72
2019,12,1,4,7926,8613,113793.93,60,346,411.36,1,5093,4,1896.5655,5.766666666666667
2018,1,3,0,5479,5576,118639.78,120,672,552.28,2,3806,1,988.6648333333334,5.6
2020,6,0,0,6915,7153,63970.01,100,551,571.52,0,10720,2,639.7001,5.51
2023,3,0,2,9433,10123,114919.6,60,345,488.16,2,8851,1,1915.3266666666668,5.75
2016,2,1,0,10207,10691,85506.44,60,331,506.78,2,4780,1,1425.1073333333334,5.516666666666667
2023,4,1,2,4669,4895,108706.0,82,455,318.66,0,13052,2,1325.6829268292684,5.548780487804878
2024,2,0,2,4948,4979,91876.64,75,444,329.54,0,7578,1,1225.0218666666667,5.92
2020,9,0,3,6195,6676,57882.65,60,358,332.67,2,5202,3,964.7108333333333,5.966666666666667
2025,3,2,2,11610,12377,86361.69,120,697,1213.83,2,12608,1,719.68075,5.808333333333334
2018,10,2,3,6459,7254,88124.16,120,664,643.32,1,14465,4,734.368,5.533333333333333
2022,7,1,0,7998,9144,65031.46,82,472,566.26,1,11832,3,793.0665853658536,5.7560975609756095
2020,6,2,0,17072,18648,52769.03,60,342,875.79,2,10789,2,879.4838333333333,5.7
2025,9,3,4,6453,6570,115098.93,120,693,670.79,0,12556,3,959.15775,5.775
2025,7,0,1,10582,10871,71787.17,120,690,1095.24,2,13356,3,598.2264166666666,5.75
2017,6,1,3,6329,6475,116131.54,60,352,334.17,0,13595,2,1935.5256666666667,5.866666666666666
2022,5,2,1,14152,15088,100153.34,75,426,904.31,1,5535,2,1335.3778666666667,5.68
2025,12,0,2,12747,12885,111312.0,75,432,826.01,2,7899,4,1484.16,5.76
2016,7,2,2,2926,3309,108935.35,120,671,294.5,1,12631,3,907.7945833333334,5.591666666666667
2016,5,0,4,12317,12498,84176.88,82,457,844.33,1,6896,2,1026.5473170731707,5.573170731707317
2023,4,2,3,14231,15537,61658.19,75,432,922.17,1,10081,2,822.1092,5.76
2025,5,3,0,6900,7400,99130.37,75,421,435.73,0,3049,2,1321.7382666666665,5.613333333333333
2021,9,3,0,11529,11639,110370.39,120,717,1239.94,1,5960,3,919.75325,5.975
2019,8,2,4,8185,9083,66311.33,120,708,869.25,1,10061,3,552.5944166666667,5.9
2023,4,0,0,7925,8275,53501.32,100,574,682.34,1,7265,2,535.0132,5.74
2021,1,3,3,12743,13026,102241.97,120,660,1261.56,1,5023,1,852.0164166666667,5.5
2022,3,1,0,6899,7132,92851.11,60,342,353.92,0,3852,1,1547.5185,5.7
2018,10,0,2,6098,6104,78243.67,60,337,308.25,0,12826,4,1304.0611666666666,5.616666666666666
2018,3,2,1,6190,6900,67711.84,60,355,329.62,2,4234,1,1128.5306666666665,5.916666666666667
2023,8,2,3,9332,10184,69243.58,100,585,818.88,2,10138,3,692.4358,5.85
2016,5,1,4,215,219,112062.3,60,343,11.06,2,5335,2,1867.7050000000002,5.716666666666667
2024,4,3,1,14808,15555,60113.3,60,336,746.32,2,13865,2,1001.8883333333334,5.6
2020,8,3,3,9309,10327,51423.88,60,336,469.17,2,8844,3,857.0646666666667,5.6
2016,5,3,2,15560,15968,85179.63,75,427,996.62,1,4756,2,1135.7284,5.693333333333333
2021,9,2,0,11865,12433,67654.17,120,717,1276.08,0,14079,3,563.78475,5.975
2021,12,1,2,11799,12206,72929.64,82,459,812.36,2,8902,4,889.3858536585366,5.597560975609756
2023,12,0,4,10707,12224,104572.6,100,580,931.51,2,8459,4,1045.726,5.8
2015,1,0,3,7292,7298,107082.3,120,702,767.85,0,11748,1,892.3525000000001,5.85
2018,9,2,3,10157,10828,111594.02,60,345,525.62,1,9093,3,1859.9003333333335,5.75
2015,9,0,1,8761,8999,90812.91,75,428,562.46,0,13712,3,1210.8388,5.706666666666667
2021,12,0,4,7131,7266,83363.43,82,482,515.57,2,6099,4,1016.6271951219511,5.878048780487805
2016,2,3,2,12174,12987,86037.21,120,681,1243.57,0,10115,1,716.97675,5.675
2024,9,0,0,9927,10308,112386.06,82,471,701.34,1,10190,3,1370.5617073170731,5.7439024390243905
2017,11,1,0,5328,5502,62798.64,60,354,282.92,0,6428,4,1046.644,5.9
2018,10,3,1,735,800,119701.41,82,468,51.6,2,14048,4,1459.773292682927,5.7073170731707314
2025,1,3,4,6916,7192,92230.41,75,437,453.34,2,10860,1,1229.7388,5.826666666666667
2016,1,2,4,7497,8301,113632.28,75,419,471.19,2,5850,1,1515.0970666666667,5.586666666666667
2018,7,3,0,16120,16882,77520.3,82,460,1112.28,1,4163,3,945.369512195122,5.609756097560975
2025,2,2,1,6578,6925,62147.58,60,341,336.46,2,8010,1,1035.7930000000001,5.683333333333334
2015,7,2,4,11159,11759,111404.04,82,467,781.69,0,12799,3,1358.5858536585365,5.695121951219512
2021,7,0,4,15698,15861,91225.52,100,576,1356.31,0,11906,3,912.2552000000001,5.76
2016,4,2,0,6406,6533,110341.01,100,596,572.7,1,8844,2,1103.4101,5.96
2017,9,0,4,9023,9446,95803.94,120,673,910.87,2,3172,3,798.3661666666667,5.608333333333333
2024,3,0,3,3163,3193,53494.57,82,455,215.87,1,3856,1,652.3728048780488,5.548780487804878
2023,6,3,4,4167,4394,117160.77,82,469,293.15,1,12061,2,1428.7898780487806,5.719512195121951
2017,4,2,4,7609,8283,96271.0,75,415,473.66,0,9533,2,1283.6133333333332,5.533333333333333
2015,7,2,0,18301,19506,76386.11,75,429,1177.67,0,6616,3,1018.4814666666666,5.72
2015,6,0,3,7878,8087,56209.18,75,417,492.77,2,8529,2,749.4557333333333,5.56
2017,3,0,1,12354,13672,118680.06,75,433,802.39,2,6114,1,1582.4008,5.773333333333333
2015,12,3,0,9618,10530,115241.97,60,333,480.42,2,14246,4,1920.6995,5.55
2018,1,3,4,15089,15113,107858.58,82,483,1093.2,2,4253,1,1315.3485365853658,5.890243902439025
2025,7,2,1,8450,8776,76700.88,100,567,718.67,2,7468,3,767.0088000000001,5.67
2024,6,3,3,7107,7176,118241.08,100,584,622.57,1,8009,2,1182.4108,5.84
2020,12,0,4,11613,12256,85406.65,75,433,754.26,0,11743,4,1138.7553333333333,5.773333333333333
2016,5,1,2,14875,15004,119640.64,82,453,1010.76,2,11340,2,1459.0321951219512,5.524390243902439
2023,6,2,0,7500,8072,112147.27,120,701,788.62,2,7735,2,934.5605833333334,5.841666666666667
2020,7,3,4,9915,10757,103430.64,75,417,620.18,1,5744,3,1379.0752,5.56
2023,11,0,2,12065,12297,68562.66,60,355,642.46,1,6925,4,1142.711,5.916666666666667
2021,1,2,4,13280,14706,96856.98,60,344,685.25,0,10707,1,1614.283,5.733333333333333
2023,8,1,1,9420,9572,85455.08,120,665,939.64,1,14634,3,712.1256666666667,5.541666666666667
2024,11,2,0,11790,12054,90612.35,60,349,617.21,1,11653,4,1510.2058333333334,5.816666666666666
2017,12,0,0,9252,10170,102582.4,60,352,488.51,1,9934,4,1709.7066666666665,5.866666666666666
2018,7,1,1,13262,13406,69642.06,60,340,676.36,1,12389,3,1160.701,5.666666666666667
2015,10,0,4,3356,3711,114767.38,100,559,281.4,1,9815,4,1147.6738,5.59
2021,2,3,0,10720,11921,71819.23,82,463,744.5,2,13054,1,875.8442682926828,5.646341463414634
2017,5,0,4,12468,14162,50850.97,100,583,1090.33,2,3622,2,508.5097,5.83
2018,12,1,1,16676,17802,102427.42,60,340,850.48,1,10616,4,1707.1236666666666,5.666666666666667
2017,2,3,4,10789,10866,75203.53,75,448,725.02,2,9004,1,1002.7137333333333,5.973333333333334
2021,10,1,0,12038,12914,87942.33,75,446,805.34,2,13798,4,1172.5644,5.946666666666666
2023,5,2,1,9772,10055,64586.86,82,478,700.65,2,13935,2,787.6446341463414,5.829268292682927
2023,5,3,0,4303,4516,56322.3,60,346,223.33,2,8748,2,938.705,5.766666666666667
2017,9,1,2,6206,6964,104461.77,75,441,410.53,1,5252,3,1392.8236,5.88
2015,1,3,4,12170,12958,70386.04,120,696,1270.55,2,4673,1,586.5503333333332,5.8
2025,6,3,1,8352,8837,108918.42,82,459,575.04,2,11810,2,1328.2734146341463,5.597560975609756
2022,4,2,2,6662,7064,112321.18,75,426,425.7,0,11841,2,1497.6157333333333,5.68
2016,12,1,3,8111,8817,59743.77,100,572,695.92,2,10514,4,597.4377,5.72
2020,8,1,2,9894,11293,86416.13,82,478,709.4,2,12342,3,1053.855243902439,5.829268292682927
2015,1,1,2,4350,4736,53251.53,82,475,309.94,1,5046,1,649.4089024390244,5.7926829268292686
